fold,start_date,end_date,rmse,mae
0,2024-03-28,2024-05-21,1.9772596811348973,1.5733295882251654
1,2024-05-22,2024-07-17,0.6167287697615189,0.45633763719353687
2,2024-07-18,2024-09-10,3.5293017939561366,2.1723275021111275
3,2024-09-11,2024-11-01,1.3588360255631995,0.9713307812952511
4,2024-11-04,2024-12-27,2.3749007112478138,1.280364652695902
