fold,start_date,end_date,rmse,mae
0,2024-03-28,2024-05-21,1.822618465344483,1.3540973345438638
1,2024-05-22,2024-07-17,0.6719767890045552,0.5147333202027438
2,2024-07-18,2024-09-10,4.669101378513606,2.7478561720095183
3,2024-09-11,2024-11-01,1.7874107500582326,1.2271350464904518
4,2024-11-04,2024-12-27,3.136143442586375,1.815748903793201
