feature,importance
VIX_lag0,0.8163824439481216
MUI_lag0,0.033342782137083866
VIX_lag2,0.027246389503314566
MUI_lag3,0.02451187235060745
MUI_lag5,0.01919051313304232
MUI_lag1,0.017755694129654054
MUI_lag2,0.017400787016359328
VIX_lag1,0.014990729562334484
VIX_lag3,0.014825872769556096
VIX_lag5,0.014352915449926186
