fold,start_date,end_date,rmse,mae
0,2024-03-28,2024-05-21,3.9201436056447405,3.1680632842610015
1,2024-05-22,2024-07-17,0.6266110023016896,0.45526721517971014
2,2024-07-18,2024-09-10,3.6740998716368334,2.2210320477413594
3,2024-09-11,2024-11-01,1.2312441962037683,0.9250658617506011
4,2024-11-04,2024-12-27,2.457032649136059,1.317040325920681
