fold,start_date,end_date,rmse,mae
0,2024-03-28,2024-05-21,1.7016710494940752,1.2374140014983064
1,2024-05-22,2024-07-17,0.660286186720246,0.4898929435328434
2,2024-07-18,2024-09-10,4.520246745812468,2.6221605403799764
3,2024-09-11,2024-11-01,1.7613140371887868,1.4096158008408133
4,2024-11-04,2024-12-27,2.8959299729947023,1.6810673630864994
