fold,start_date,end_date,rmse,mae
0,2024-03-28,2024-05-21,2.752687077777504,2.131634282188456
1,2024-05-22,2024-07-17,0.6886860228372731,0.49809091819303386
2,2024-07-18,2024-09-10,4.21573855218183,2.763950261740842
3,2024-09-11,2024-11-01,2.4485806253210436,1.8151414910016739
4,2024-11-04,2024-12-27,2.4355481740883245,1.3569244920733154
