fold,start_date,end_date,rmse,mae
0,2024-03-28,2024-05-21,1.7267889249407378,1.3000412057575428
1,2024-05-22,2024-07-17,0.6298816658495148,0.4881973709976464
2,2024-07-18,2024-09-10,4.59801223911682,2.7134254541731724
3,2024-09-11,2024-11-01,2.1244096954904537,1.6218158078611946
4,2024-11-04,2024-12-27,3.2670810940269117,1.7414077268567003
