timestamp,MUI
2024-01-12 00:00:00+00:00,-5.350367683917444e-16
2024-01-13 00:00:00+00:00,4.297948024818297e-15
2024-01-14 00:00:00+00:00,1.2781021220975787e-16
2024-01-15 00:00:00+00:00,-1.1225537575357447e-15
2024-01-16 00:00:00+00:00,-2.2692930920098772e-15
2024-01-17 00:00:00+00:00,-9.792260676891163e-17
2024-01-18 00:00:00+00:00,-1.0749440262199477e-15
2024-01-19 00:00:00+00:00,7.876862318019186e-17
2024-01-20 00:00:00+00:00,1.6196959060560886e-16
2024-01-27 00:00:00+00:00,-0.0007165637953038997
2024-01-28 00:00:00+00:00,-0.00028682598840733123
2024-01-29 00:00:00+00:00,-0.00014782437679191764
2024-01-30 00:00:00+00:00,-0.0001478243767915538
2024-01-31 00:00:00+00:00,-0.00014782437679281568
2024-02-01 00:00:00+00:00,0.2212526340455374
2024-02-02 00:00:00+00:00,-0.3468991150429707
2024-02-03 00:00:00+00:00,-0.22224648021975335
2024-02-04 00:00:00+00:00,-0.19752842613229463
2024-02-05 00:00:00+00:00,-0.2643058504010213
2024-02-06 00:00:00+00:00,-0.22833288524246356
2024-02-07 00:00:00+00:00,-0.24810609698304265
2024-02-08 00:00:00+00:00,-0.22211957227704862
2024-02-09 00:00:00+00:00,-0.18498106827674618
2024-02-10 00:00:00+00:00,-0.14391010339548072
2024-02-11 00:00:00+00:00,-0.1058753144861209
2024-02-12 00:00:00+00:00,-0.10734435137978032
2024-02-13 00:00:00+00:00,-0.1038891443998094
2024-02-14 00:00:00+00:00,0.1945424827308765
2024-02-15 00:00:00+00:00,0.152762916414582
2024-02-16 00:00:00+00:00,0.16521841328845321
2024-02-17 00:00:00+00:00,0.27966775542561473
2024-02-18 00:00:00+00:00,0.27084675837621136
2024-02-19 00:00:00+00:00,0.28757439591969325
2024-02-20 00:00:00+00:00,0.2710482686887297
2024-02-21 00:00:00+00:00,0.28429984674555453
2024-02-22 00:00:00+00:00,0.2881493528261645
2024-02-23 00:00:00+00:00,0.24086824515977065
2024-02-24 00:00:00+00:00,0.21591446352452742
2024-02-25 00:00:00+00:00,0.23709619304274157
2024-02-26 00:00:00+00:00,0.22918429837034368
2024-02-27 00:00:00+00:00,0.24718561767945016
2024-02-28 00:00:00+00:00,0.3096792319707693
2024-02-29 00:00:00+00:00,0.3113174086947181
2024-03-01 00:00:00+00:00,0.2577713204926602
2024-03-02 00:00:00+00:00,0.269390921186775
2024-03-03 00:00:00+00:00,0.26561091846310736
2024-03-04 00:00:00+00:00,0.2624323190636213
2024-03-05 00:00:00+00:00,0.27179274606658244
2024-03-06 00:00:00+00:00,0.3195516939423668
2024-03-07 00:00:00+00:00,0.2862147573478205
2024-03-08 00:00:00+00:00,0.28116478319265575
2024-03-09 00:00:00+00:00,0.29400004435228216
2024-03-10 00:00:00+00:00,0.3482840475379603
2024-03-11 00:00:00+00:00,0.3362225365013507
2024-03-12 00:00:00+00:00,0.7473181077254333
2024-03-13 00:00:00+00:00,0.7754551577675194
2024-03-14 00:00:00+00:00,0.7497803713561847
2024-03-15 00:00:00+00:00,0.6738156362227281
2024-03-16 00:00:00+00:00,0.695226511743805
2024-03-17 00:00:00+00:00,0.6086344843172555
2024-03-18 00:00:00+00:00,0.5569698306345472
2024-03-19 00:00:00+00:00,0.596057181244137
2024-03-20 00:00:00+00:00,0.5989027402769213
2024-03-21 00:00:00+00:00,0.5087689528535381
2024-03-22 00:00:00+00:00,0.48761866235410944
2024-03-23 00:00:00+00:00,0.4945617992262562
2024-03-24 00:00:00+00:00,0.4313437197116496
2024-03-25 00:00:00+00:00,0.4159938280882602
2024-03-26 00:00:00+00:00,0.3790842016667983
2024-03-27 00:00:00+00:00,0.4115243482022469
2024-03-28 00:00:00+00:00,0.4478102807029627
2024-03-29 00:00:00+00:00,-0.8908051327548885
2024-03-30 00:00:00+00:00,-0.27177553095340123
2024-03-31 00:00:00+00:00,-0.30332520009322056
2024-04-01 00:00:00+00:00,-0.2237893516558625
2024-04-02 00:00:00+00:00,-0.29659418984971875
2024-04-03 00:00:00+00:00,-0.023226775783219106
2024-04-04 00:00:00+00:00,0.35844952996800766
2024-04-05 00:00:00+00:00,1.1670563852467288
2024-04-06 00:00:00+00:00,0.6536185822694397
2024-04-07 00:00:00+00:00,0.2572664094541361
2024-04-08 00:00:00+00:00,0.1526465823400674
2024-04-09 00:00:00+00:00,0.14005188729034596
2024-04-10 00:00:00+00:00,0.07572027990761503
2024-04-11 00:00:00+00:00,-0.9534435730120305
2024-04-12 00:00:00+00:00,-1.0785514941240597
2024-04-13 00:00:00+00:00,-2.326931065598007
2024-04-14 00:00:00+00:00,-2.2309131323431735
2024-04-15 00:00:00+00:00,-2.56408644164423
2024-04-16 00:00:00+00:00,-2.494480528701847
2024-04-17 00:00:00+00:00,-2.8473941856106317
2024-04-18 00:00:00+00:00,-2.6529374984154597
2024-04-19 00:00:00+00:00,-2.9021596478467617
2024-04-20 00:00:00+00:00,-4.101160112816637
2024-04-21 00:00:00+00:00,-3.307502619944589
2024-04-22 00:00:00+00:00,-3.3253516325133647
2024-04-23 00:00:00+00:00,-3.4918096841609723
2024-04-24 00:00:00+00:00,-3.612444484401441
2024-04-25 00:00:00+00:00,-3.5657744904633386
2024-04-26 00:00:00+00:00,-4.431276162180322
2024-04-27 00:00:00+00:00,-4.503780434097558
2024-04-28 00:00:00+00:00,-4.710516874377588
2024-04-29 00:00:00+00:00,-4.711529586622243
2024-04-30 00:00:00+00:00,-4.847867300740109
2024-05-01 00:00:00+00:00,-3.9856138654412883
2024-05-02 00:00:00+00:00,-3.589486995615555
2024-05-03 00:00:00+00:00,-3.42827910034406
2024-05-04 00:00:00+00:00,-3.146922548247387
2024-05-05 00:00:00+00:00,-3.0396017100289097
2024-05-06 00:00:00+00:00,-3.012825183760433
2024-05-07 00:00:00+00:00,-2.8917910223189045
2024-05-08 00:00:00+00:00,-2.943024735326469
2024-05-09 00:00:00+00:00,-2.7535444231309665
2024-05-10 00:00:00+00:00,-2.9249689098347496
2024-05-11 00:00:00+00:00,-2.831450889838895
2024-05-12 00:00:00+00:00,-2.83453583410217
2024-05-13 00:00:00+00:00,-2.605442336493757
2024-05-14 00:00:00+00:00,-2.7363443093678503
2024-05-15 00:00:00+00:00,-2.892041437150604
2024-05-16 00:00:00+00:00,-2.821084773292133
2024-05-17 00:00:00+00:00,-2.7400103738246484
2024-05-18 00:00:00+00:00,-2.718531399584465
2024-05-19 00:00:00+00:00,-2.699612175487784
2024-05-20 00:00:00+00:00,-2.6920810473226418
2024-05-21 00:00:00+00:00,-2.6029370746149785
2024-05-22 00:00:00+00:00,-2.628969217049662
2024-05-23 00:00:00+00:00,-2.670003795697156
