,VIX_target,MUI_lag0,MUI_lag1,MUI_lag2,MUI_lag3,MUI_lag5,VIX_lag0,VIX_lag1,VIX_lag2,VIX_lag3,VIX_lag5
2024-04-09,15.800000190734863,0.4792176372268295,0.4761428231116921,0.8858810172093103,0.3922339774459752,0.3523353398198565,14.979999542236328,15.1899995803833,16.030000686645508,16.350000381469727,14.609999656677246
2024-04-10,14.90999984741211,0.381519294077435,0.4792176372268295,0.4761428231116921,0.8858810172093103,0.1081690625818641,15.800000190734863,14.979999542236328,15.1899995803833,16.030000686645508,14.329999923706056
2024-04-11,17.309999465942383,-0.4002141411642138,0.381519294077435,0.4792176372268295,0.4761428231116921,0.3922339774459752,14.90999984741211,15.800000190734863,14.979999542236328,15.1899995803833,16.350000381469727
2024-04-12,19.229999542236328,-0.4796706562057996,-0.4002141411642138,0.381519294077435,0.4792176372268295,0.8858810172093103,17.309999465942383,14.90999984741211,15.800000190734863,14.979999542236328,16.030000686645508
2024-04-15,18.399999618530273,-0.6876289725837552,-0.4796706562057996,-0.4002141411642138,0.381519294077435,0.4761428231116921,19.229999542236328,17.309999465942383,14.90999984741211,15.800000190734863,15.1899995803833
2024-04-16,18.209999084472656,-0.6983763142458228,-0.6876289725837552,-0.4796706562057996,-0.4002141411642138,0.4792176372268295,18.399999618530273,19.229999542236328,17.309999465942383,14.90999984741211,14.979999542236328
2024-04-17,18.0,-0.9581308971860246,-0.6983763142458228,-0.6876289725837552,-0.4796706562057996,0.381519294077435,18.209999084472656,18.399999618530273,19.229999542236328,17.309999465942383,15.800000190734863
2024-04-18,18.709999084472656,-0.8880657396483062,-0.9581308971860246,-0.6983763142458228,-0.6876289725837552,-0.4002141411642138,18.0,18.209999084472656,18.399999618530273,19.229999542236328,14.90999984741211
2024-04-19,16.940000534057617,-0.9907347051878992,-0.8880657396483062,-0.9581308971860246,-0.6983763142458228,-0.4796706562057996,18.709999084472656,18.0,18.209999084472656,18.399999618530273,17.309999465942383
2024-04-22,15.6899995803833,-0.9834391698049804,-0.9907347051878992,-0.8880657396483062,-0.9581308971860246,-0.6876289725837552,16.940000534057617,18.709999084472656,18.0,18.209999084472656,19.229999542236328
2024-04-23,15.970000267028809,-1.0737399026656052,-0.9834391698049804,-0.9907347051878992,-0.8880657396483062,-0.6983763142458228,15.6899995803833,16.940000534057617,18.709999084472656,18.0,18.399999618530273
2024-04-24,15.369999885559082,-1.124710368920204,-1.0737399026656052,-0.9834391698049804,-0.9907347051878992,-0.9581308971860246,15.970000267028809,15.6899995803833,16.940000534057617,18.709999084472656,18.209999084472656
2024-04-25,15.029999732971191,-1.1530734355909102,-1.124710368920204,-1.0737399026656052,-0.9834391698049804,-0.8880657396483062,15.369999885559082,15.970000267028809,15.6899995803833,16.940000534057617,18.0
2024-04-26,14.670000076293944,-1.315856632236018,-1.1530734355909102,-1.124710368920204,-1.0737399026656052,-0.9907347051878992,15.029999732971191,15.369999885559082,15.970000267028809,15.6899995803833,18.709999084472656
2024-04-29,15.649999618530272,-1.4932717876306296,-1.315856632236018,-1.1530734355909102,-1.124710368920204,-0.9834391698049804,14.670000076293944,15.029999732971191,15.369999885559082,15.970000267028809,16.940000534057617
2024-04-30,15.390000343322754,-1.5403188487317432,-1.4932717876306296,-1.315856632236018,-1.1530734355909102,-1.0737399026656052,15.649999618530272,14.670000076293944,15.029999732971191,15.369999885559082,15.6899995803833
2024-05-01,14.68000030517578,-1.086813969056351,-1.5403188487317432,-1.4932717876306296,-1.315856632236018,-1.124710368920204,15.390000343322754,15.649999618530272,14.670000076293944,15.029999732971191,15.970000267028809
2024-05-02,13.489999771118164,-1.1585097751963795,-1.086813969056351,-1.5403188487317432,-1.4932717876306296,-1.1530734355909102,14.68000030517578,15.390000343322754,15.649999618530272,14.670000076293944,15.369999885559082
2024-05-03,13.489999771118164,-1.1222526814145677,-1.1585097751963795,-1.086813969056351,-1.5403188487317432,-1.315856632236018,13.489999771118164,14.68000030517578,15.390000343322754,15.649999618530272,15.029999732971191
2024-05-06,13.229999542236328,-0.9751067287100696,-1.1222526814145677,-1.1585097751963795,-1.086813969056351,-1.4932717876306296,13.489999771118164,13.489999771118164,14.68000030517578,15.390000343322754,14.670000076293944
2024-05-07,13.0,-0.9740506271386996,-0.9751067287100696,-1.1222526814145677,-1.1585097751963795,-1.5403188487317432,13.229999542236328,13.489999771118164,13.489999771118164,14.68000030517578,15.649999618530272
2024-05-08,12.6899995803833,-0.974836711702418,-0.9740506271386996,-0.9751067287100696,-1.1222526814145677,-1.086813969056351,13.0,13.229999542236328,13.489999771118164,13.489999771118164,15.390000343322754
2024-05-09,12.550000190734863,-0.9841717578255548,-0.974836711702418,-0.9740506271386996,-0.9751067287100696,-1.1585097751963795,12.6899995803833,13.0,13.229999542236328,13.489999771118164,14.68000030517578
2024-05-10,13.600000381469728,-1.0008723407176632,-0.9841717578255548,-0.974836711702418,-0.9740506271386996,-1.1222526814145677,12.550000190734863,12.6899995803833,13.0,13.229999542236328,13.489999771118164
2024-05-13,13.420000076293944,-1.02656499484036,-1.0008723407176632,-0.9841717578255548,-0.974836711702418,-0.9751067287100696,13.600000381469728,12.550000190734863,12.6899995803833,13.0,13.489999771118164
2024-05-14,12.449999809265137,-1.002281890516984,-1.02656499484036,-1.0008723407176632,-0.9841717578255548,-0.9740506271386996,13.420000076293944,13.600000381469728,12.550000190734863,12.6899995803833,13.229999542236328
2024-05-15,12.420000076293944,-1.0409032630494557,-1.002281890516984,-1.02656499484036,-1.0008723407176632,-0.974836711702418,12.449999809265137,13.420000076293944,13.600000381469728,12.550000190734863,13.0
2024-05-16,11.989999771118164,-1.021018360835287,-1.0409032630494557,-1.002281890516984,-1.02656499484036,-0.9841717578255548,12.420000076293944,12.449999809265137,13.420000076293944,13.600000381469728,12.6899995803833
2024-05-17,12.149999618530272,-0.9909454484334944,-1.021018360835287,-1.0409032630494557,-1.002281890516984,-1.0008723407176632,11.989999771118164,12.420000076293944,12.449999809265137,13.420000076293944,12.550000190734863
2024-05-20,11.859999656677246,-0.941244171593718,-0.9909454484334944,-1.021018360835287,-1.0409032630494557,-1.02656499484036,12.149999618530272,11.989999771118164,12.420000076293944,12.449999809265137,13.600000381469728
2024-05-21,12.289999961853027,-0.9629581679837804,-0.941244171593718,-0.9909454484334944,-1.021018360835287,-1.002281890516984,11.859999656677246,12.149999618530272,11.989999771118164,12.420000076293944,13.420000076293944
2024-05-22,12.770000457763672,-0.9837637468273146,-0.9629581679837804,-0.941244171593718,-0.9909454484334944,-1.0409032630494557,12.289999961853027,11.859999656677246,12.149999618530272,11.989999771118164,12.449999809265137
2024-05-23,11.93000030517578,-1.0255351265512147,-0.9837637468273146,-0.9629581679837804,-0.941244171593718,-1.021018360835287,12.770000457763672,12.289999961853027,11.859999656677246,12.149999618530272,12.420000076293944
2024-05-24,12.920000076293944,-1.096425867047275,-1.0255351265512147,-0.9837637468273146,-0.9629581679837804,-0.9909454484334944,11.93000030517578,12.770000457763672,12.289999961853027,11.859999656677246,11.989999771118164
2024-05-28,14.279999732971191,-1.099149858756446,-1.096425867047275,-1.0255351265512147,-0.9837637468273146,-0.941244171593718,12.920000076293944,11.93000030517578,12.770000457763672,12.289999961853027,12.149999618530272
2024-05-29,14.470000267028809,-1.0626660269077275,-1.099149858756446,-1.096425867047275,-1.0255351265512147,-0.9629581679837804,14.279999732971191,12.920000076293944,11.93000030517578,12.770000457763672,11.859999656677246
2024-05-30,12.920000076293944,-1.0482881236406003,-1.0626660269077275,-1.099149858756446,-1.096425867047275,-0.9837637468273146,14.470000267028809,14.279999732971191,12.920000076293944,11.93000030517578,12.289999961853027
2024-05-31,13.109999656677246,-1.099709705246754,-1.0482881236406003,-1.0626660269077275,-1.099149858756446,-1.0255351265512147,12.920000076293944,14.470000267028809,14.279999732971191,12.920000076293944,12.770000457763672
2024-06-03,13.15999984741211,-1.1082371377526294,-1.099709705246754,-1.0482881236406003,-1.0626660269077275,-1.096425867047275,13.109999656677246,12.920000076293944,14.470000267028809,14.279999732971191,11.93000030517578
2024-06-04,12.630000114440918,-1.1179166653138637,-1.1082371377526294,-1.099709705246754,-1.0482881236406003,-1.099149858756446,13.15999984741211,13.109999656677246,12.920000076293944,14.470000267028809,12.920000076293944
2024-06-05,12.579999923706056,-1.0990001582046582,-1.1179166653138637,-1.1082371377526294,-1.099709705246754,-1.0626660269077275,12.630000114440918,13.15999984741211,13.109999656677246,12.920000076293944,14.279999732971191
2024-06-06,12.220000267028809,-1.0615587074185446,-1.0990001582046582,-1.1179166653138637,-1.1082371377526294,-1.0482881236406003,12.579999923706056,12.630000114440918,13.15999984741211,13.109999656677246,14.470000267028809
2024-06-07,12.739999771118164,-1.008758405828625,-1.0615587074185446,-1.0990001582046582,-1.1179166653138637,-1.099709705246754,12.220000267028809,12.579999923706056,12.630000114440918,13.15999984741211,12.920000076293944
2024-06-10,12.850000381469728,-1.0780419663465548,-1.008758405828625,-1.0615587074185446,-1.0990001582046582,-1.1082371377526294,12.739999771118164,12.220000267028809,12.579999923706056,12.630000114440918,13.109999656677246
2024-06-11,12.039999961853027,-1.076709849691316,-1.0780419663465548,-1.008758405828625,-1.0615587074185446,-1.1179166653138637,12.850000381469728,12.739999771118164,12.220000267028809,12.579999923706056,13.15999984741211
2024-06-12,11.9399995803833,-1.0761433372673783,-1.076709849691316,-1.0780419663465548,-1.008758405828625,-1.0990001582046582,12.039999961853027,12.850000381469728,12.739999771118164,12.220000267028809,12.630000114440918
2024-06-13,12.65999984741211,-0.8932105483323443,-1.0761433372673783,-1.076709849691316,-1.0780419663465548,-1.0615587074185446,11.9399995803833,12.039999961853027,12.850000381469728,12.739999771118164,12.579999923706056
2024-06-14,12.75,-0.8306357147518313,-0.8932105483323443,-1.0761433372673783,-1.076709849691316,-1.008758405828625,12.65999984741211,11.9399995803833,12.039999961853027,12.850000381469728,12.220000267028809
2024-06-17,12.300000190734863,-0.8199117443941348,-0.8306357147518313,-0.8932105483323443,-1.0761433372673783,-1.0780419663465548,12.75,12.65999984741211,11.9399995803833,12.039999961853027,12.739999771118164
2024-06-18,13.279999732971191,-0.8225775861937569,-0.8199117443941348,-0.8306357147518313,-0.8932105483323443,-1.076709849691316,12.300000190734863,12.75,12.65999984741211,11.9399995803833,12.850000381469728
2024-06-20,13.199999809265137,-0.8300939005767379,-0.8225775861937569,-0.8199117443941348,-0.8306357147518313,-1.0761433372673783,13.279999732971191,12.300000190734863,12.75,12.65999984741211,12.039999961853027
2024-06-21,13.329999923706056,-0.8271787923587904,-0.8300939005767379,-0.8225775861937569,-0.8199117443941348,-0.8932105483323443,13.199999809265137,13.279999732971191,12.300000190734863,12.75,11.9399995803833
2024-06-24,12.84000015258789,-0.8198232674423258,-0.8271787923587904,-0.8300939005767379,-0.8225775861937569,-0.8306357147518313,13.329999923706056,13.199999809265137,13.279999732971191,12.300000190734863,12.65999984741211
2024-06-25,12.550000190734863,-0.8204355311700285,-0.8198232674423258,-0.8271787923587904,-0.8300939005767379,-0.8199117443941348,12.84000015258789,13.329999923706056,13.199999809265137,13.279999732971191,12.75
2024-06-26,12.239999771118164,-0.8166075308506162,-0.8204355311700285,-0.8198232674423258,-0.8271787923587904,-0.8225775861937569,12.550000190734863,12.84000015258789,13.329999923706056,13.199999809265137,12.300000190734863
2024-06-27,12.4399995803833,-0.8222896774391129,-0.8166075308506162,-0.8204355311700285,-0.8198232674423258,-0.8300939005767379,12.239999771118164,12.550000190734863,12.84000015258789,13.329999923706056,13.279999732971191
2024-06-28,12.220000267028809,-0.8230404456936996,-0.8222896774391129,-0.8166075308506162,-0.8204355311700285,-0.8271787923587904,12.4399995803833,12.239999771118164,12.550000190734863,12.84000015258789,13.199999809265137
2024-07-01,12.029999732971191,-0.8070215925025546,-0.8230404456936996,-0.8222896774391129,-0.8166075308506162,-0.8198232674423258,12.220000267028809,12.4399995803833,12.239999771118164,12.550000190734863,13.329999923706056
2024-07-02,12.09000015258789,-0.7994629409953551,-0.8070215925025546,-0.8230404456936996,-0.8222896774391129,-0.8204355311700285,12.029999732971191,12.220000267028809,12.4399995803833,12.239999771118164,12.84000015258789
2024-07-03,12.479999542236328,-0.8105750673195687,-0.7994629409953551,-0.8070215925025546,-0.8230404456936996,-0.8166075308506162,12.09000015258789,12.029999732971191,12.220000267028809,12.4399995803833,12.550000190734863
2024-07-05,12.369999885559082,-0.7658433482198971,-0.8105750673195687,-0.7994629409953551,-0.8070215925025546,-0.8222896774391129,12.479999542236328,12.09000015258789,12.029999732971191,12.220000267028809,12.239999771118164
2024-07-08,12.510000228881836,-0.6486969068743964,-0.7658433482198971,-0.8105750673195687,-0.7994629409953551,-0.8230404456936996,12.369999885559082,12.479999542236328,12.09000015258789,12.029999732971191,12.4399995803833
2024-07-09,12.850000381469728,-0.639250105040706,-0.6486969068743964,-0.7658433482198971,-0.8105750673195687,-0.8070215925025546,12.510000228881836,12.369999885559082,12.479999542236328,12.09000015258789,12.220000267028809
2024-07-10,12.920000076293944,-0.6267362567441275,-0.639250105040706,-0.6486969068743964,-0.7658433482198971,-0.7994629409953551,12.850000381469728,12.510000228881836,12.369999885559082,12.479999542236328,12.029999732971191
2024-07-11,12.460000038146973,-0.6003584815886551,-0.6267362567441275,-0.639250105040706,-0.6486969068743964,-0.8105750673195687,12.920000076293944,12.850000381469728,12.510000228881836,12.369999885559082,12.09000015258789
2024-07-12,13.119999885559082,-0.1584659724605391,-0.6003584815886551,-0.6267362567441275,-0.639250105040706,-0.7658433482198971,12.460000038146973,12.920000076293944,12.850000381469728,12.510000228881836,12.479999542236328
2024-07-15,13.1899995803833,-0.2869094136125771,-0.1584659724605391,-0.6003584815886551,-0.6267362567441275,-0.6486969068743964,13.119999885559082,12.460000038146973,12.920000076293944,12.850000381469728,12.369999885559082
2024-07-16,14.479999542236328,-0.1814063647935761,-0.2869094136125771,-0.1584659724605391,-0.6003584815886551,-0.639250105040706,13.1899995803833,13.119999885559082,12.460000038146973,12.920000076293944,12.510000228881836
2024-07-17,15.93000030517578,0.1140488799999459,-0.1814063647935761,-0.2869094136125771,-0.1584659724605391,-0.6267362567441275,14.479999542236328,13.1899995803833,13.119999885559082,12.460000038146973,12.850000381469728
2024-07-18,16.520000457763672,-0.0332677874191953,0.1140488799999459,-0.1814063647935761,-0.2869094136125771,-0.6003584815886551,15.93000030517578,14.479999542236328,13.1899995803833,13.119999885559082,12.920000076293944
2024-07-19,14.90999984741211,0.0233637159668945,-0.0332677874191953,0.1140488799999459,-0.1814063647935761,-0.1584659724605391,16.520000457763672,15.93000030517578,14.479999542236328,13.1899995803833,12.460000038146973
2024-07-22,14.720000267028809,-0.0858125533402914,0.0233637159668945,-0.0332677874191953,0.1140488799999459,-0.2869094136125771,14.90999984741211,16.520000457763672,15.93000030517578,14.479999542236328,13.119999885559082
2024-07-23,18.040000915527344,-0.1143487172955884,-0.0858125533402914,0.0233637159668945,-0.0332677874191953,-0.1814063647935761,14.720000267028809,14.90999984741211,16.520000457763672,15.93000030517578,13.1899995803833
2024-07-24,18.459999084472656,-0.1085752426903333,-0.1143487172955884,-0.0858125533402914,0.0233637159668945,0.1140488799999459,18.040000915527344,14.720000267028809,14.90999984741211,16.520000457763672,14.479999542236328
2024-07-25,16.389999389648438,-0.043845823881179,-0.1085752426903333,-0.1143487172955884,-0.0858125533402914,-0.0332677874191953,18.459999084472656,18.040000915527344,14.720000267028809,14.90999984741211,15.93000030517578
2024-07-26,16.600000381469727,0.0268875614086342,-0.043845823881179,-0.1085752426903333,-0.1143487172955884,0.0233637159668945,16.389999389648438,18.459999084472656,18.040000915527344,14.720000267028809,16.520000457763672
2024-07-29,17.690000534057617,0.103034781250126,0.0268875614086342,-0.043845823881179,-0.1085752426903333,-0.0858125533402914,16.600000381469727,16.389999389648438,18.459999084472656,18.040000915527344,14.90999984741211
2024-07-30,16.360000610351562,0.0698648432921528,0.103034781250126,0.0268875614086342,-0.043845823881179,-0.1143487172955884,17.690000534057617,16.600000381469727,16.389999389648438,18.459999084472656,14.720000267028809
2024-07-31,18.59000015258789,0.056723755500461,0.0698648432921528,0.103034781250126,0.0268875614086342,-0.1085752426903333,16.360000610351562,17.690000534057617,16.600000381469727,16.389999389648438,18.040000915527344
2024-08-01,23.38999938964844,0.1063039568242636,0.056723755500461,0.0698648432921528,0.103034781250126,-0.043845823881179,18.59000015258789,16.360000610351562,17.690000534057617,16.600000381469727,18.459999084472656
2024-08-02,38.56999969482422,-0.5382066458471126,0.1063039568242636,0.056723755500461,0.0698648432921528,0.0268875614086342,23.38999938964844,18.59000015258789,16.360000610351562,17.690000534057617,16.389999389648438
2024-08-05,27.709999084472656,3.480233653289741,-0.5382066458471126,0.1063039568242636,0.056723755500461,0.103034781250126,38.56999969482422,23.38999938964844,18.59000015258789,16.360000610351562,16.600000381469727
2024-08-06,27.850000381469727,5.413477726467262,3.480233653289741,-0.5382066458471126,0.1063039568242636,0.0698648432921528,27.709999084472656,38.56999969482422,23.38999938964844,18.59000015258789,17.690000534057617
2024-08-07,23.790000915527344,5.4312557702961435,5.413477726467262,3.480233653289741,-0.5382066458471126,0.056723755500461,27.850000381469727,27.709999084472656,38.56999969482422,23.38999938964844,16.360000610351562
2024-08-08,20.3700008392334,5.018291946516664,5.4312557702961435,5.413477726467262,3.480233653289741,0.1063039568242636,23.790000915527344,27.850000381469727,27.709999084472656,38.56999969482422,18.59000015258789
2024-08-09,20.709999084472656,4.804981213109665,5.018291946516664,5.4312557702961435,5.413477726467262,-0.5382066458471126,20.3700008392334,23.790000915527344,27.850000381469727,27.709999084472656,23.38999938964844
2024-08-12,18.1200008392334,2.342981933474978,4.804981213109665,5.018291946516664,5.4312557702961435,3.480233653289741,20.709999084472656,20.3700008392334,23.790000915527344,27.850000381469727,38.56999969482422
